1643625253.000000, IBI
14.328125,0.984375
15.281250,0.953125
16.203125,0.921875
17.125000,0.921875
18.078125,0.953125
18.968750,0.890625
19.890625,0.921875
20.828125,0.937500
21.796875,0.968750
22.781250,0.984375
23.734375,0.953125
24.718750,0.984375
25.687500,0.968750
26.656250,0.968750
27.640625,0.984375
28.609375,0.968750
29.578125,0.968750
30.515625,0.937500
31.468750,0.953125
32.437500,0.968750
33.390625,0.953125
34.375000,0.984375
35.328125,0.953125
36.312500,0.984375
37.312500,1.000000
38.296875,0.984375
39.234375,0.937500
40.171875,0.937500
41.140625,0.968750
42.109375,0.968750
43.062500,0.953125
44.031250,0.968750
45.015625,0.984375
45.984375,0.968750
46.953125,0.968750
47.921875,0.968750
48.906250,0.984375
49.875000,0.968750
50.812500,0.937500
51.781250,0.968750
52.734375,0.953125
53.671875,0.937500
54.609375,0.937500
55.515625,0.906250
56.375000,0.859375
57.250000,0.875000
58.156250,0.906250
59.000000,0.843750
59.906250,0.906250
60.796875,0.890625
61.687500,0.890625
62.609375,0.921875
63.546875,0.937500
64.531250,0.984375
65.437500,0.906250
66.343750,0.906250
67.218750,0.875000
68.093750,0.875000
68.937500,0.843750
69.734375,0.796875
70.562500,0.828125
71.437500,0.875000
72.250000,0.812500
73.078125,0.828125
73.937500,0.859375
74.796875,0.859375
75.609375,0.812500
76.406250,0.796875
77.203125,0.796875
78.000000,0.796875
78.812500,0.812500
79.625000,0.812500
80.437500,0.812500
81.218750,0.781250
82.000000,0.781250
82.796875,0.796875
83.656250,0.859375
84.546875,0.890625
85.468750,0.921875
86.375000,0.906250
87.296875,0.921875
88.234375,0.937500
89.171875,0.937500
90.109375,0.937500
91.031250,0.921875
91.906250,0.875000
92.781250,0.875000
93.562500,0.781250
94.343750,0.781250
95.218750,0.875000
96.125000,0.906250
97.015625,0.890625
97.968750,0.953125
98.921875,0.953125
99.875000,0.953125
100.796875,0.921875
101.734375,0.937500
102.671875,0.937500
103.593750,0.921875
104.515625,0.921875
105.406250,0.890625
106.312500,0.906250
107.250000,0.937500
108.203125,0.953125
109.187500,0.984375
110.093750,0.906250
111.015625,0.921875
111.937500,0.921875
112.859375,0.921875
113.750000,0.890625
114.687500,0.937500
115.656250,0.968750
116.593750,0.937500
117.531250,0.937500
118.500000,0.968750
119.453125,0.953125
120.421875,0.968750
121.406250,0.984375
122.390625,0.984375
123.281250,0.890625
124.109375,0.828125
124.843750,0.734375
125.609375,0.765625
126.546875,0.937500
127.531250,0.984375
128.546875,1.015625
129.531250,0.984375
130.515625,0.984375
131.500000,0.984375
132.468750,0.968750
133.421875,0.953125
134.359375,0.937500
135.281250,0.921875
136.171875,0.890625
137.046875,0.875000
137.937500,0.890625
138.828125,0.890625
139.703125,0.875000
140.562500,0.859375
141.421875,0.859375
142.265625,0.843750
143.125000,0.859375
143.937500,0.812500
144.718750,0.781250
145.468750,0.750000
146.187500,0.718750
146.843750,0.656250
155.968750,0.671875
156.671875,0.703125
157.484375,0.812500
158.296875,0.812500
159.140625,0.843750
159.984375,0.843750
160.812500,0.828125
161.718750,0.906250
165.953125,0.890625
166.812500,0.859375
167.687500,0.875000
168.546875,0.859375
169.453125,0.906250
170.359375,0.906250
171.265625,0.906250
172.125000,0.859375
172.953125,0.828125
173.781250,0.828125
174.609375,0.828125
175.453125,0.843750
176.328125,0.875000
177.218750,0.890625
178.109375,0.890625
