1640855172.000000, 1640855172.000000, 1640855172.000000
32.000000, 32.000000, 32.000000
-51,32,38
-51,28,40
-53,26,39
-48,24,38
-45,25,39
-45,19,40
-44,14,43
-43,13,43
-39,11,40
-38,10,38
-38,13,37
-42,21,38
-46,21,36
-52,27,34
-55,27,32
-62,25,33
-60,21,33
-57,20,31
-61,23,22
-63,20,21
-60,16,17
-63,18,18
-65,20,20
-62,22,22
-58,24,23
-51,25,29
-48,24,35
-51,23,34
-53,22,29
-54,21,29
-53,20,34
-47,20,36
-46,21,38
-46,24,43
-46,23,43
-47,20,40
-42,18,39
-43,20,39
-47,21,36
-46,22,37
-43,22,36
-47,25,36
-47,21,37
-45,22,42
-50,20,39
-54,23,40
-45,25,41
-47,26,43
-49,25,39
-47,25,40
-43,26,42
-41,27,43
-39,28,42
-39,28,40
-41,27,41
-46,26,40
-49,24,36
-52,23,34
-53,23,33
-52,24,32
-52,23,31
-52,21,31
-53,22,32
-51,21,34
-51,20,35
-52,20,37
-51,24,37
-49,23,36
-48,20,37
-51,19,35
-50,22,38
-43,18,36
-51,23,36
-48,25,45
-46,24,43
-41,21,46
-39,19,47
-44,17,42
-48,21,44
-42,18,48
-42,24,45
-45,26,43
-52,27,38
-50,23,35
-49,22,34
-47,18,36
-49,17,36
-51,19,38
-48,19,40
-48,18,41
-49,19,39
-53,7,35
-47,12,39
-62,22,38
-53,24,39
-40,30,39
-48,22,39
-53,22,36
-48,24,31
-43,24,33
-42,25,43
-44,26,46
-45,25,44
-49,25,38
-48,24,39
-48,21,39
-46,21,41
-49,23,41
-51,22,35
-52,22,35
-46,20,40
-46,20,39
-47,22,38
-49,23,38
-50,23,38
-50,23,36
-49,23,38
-45,21,39
-47,22,39
-51,22,38
-49,22,37
-48,22,38
-50,26,37
-49,24,39
-46,24,39
-44,22,38
-46,23,37
-53,24,35
-52,23,36
-48,23,37
-47,23,37
-47,23,38
-49,22,35
-49,23,35
-50,24,37
-51,24,35
-51,24,34
-48,22,33
-49,23,38
-47,21,40
-49,23,38
-51,24,36
-51,24,34
-50,23,35
-50,22,36
-50,22,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-49,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-49,23,36
-50,23,35
-50,23,35
-49,23,35
-50,23,35
-50,23,35
-50,24,35
-50,24,35
-48,24,37
-48,23,37
-50,22,34
-51,23,35
-50,23,35
-50,23,36
-51,23,36
-51,22,34
-51,22,34
-50,22,35
-50,23,36
-50,23,35
-50,23,35
-51,23,35
-51,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-49,23,35
-50,23,35
-50,23,36
-49,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-51,23,35
-50,23,35
-50,23,36
-49,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,22,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-49,23,36
-49,23,36
-50,23,35
-50,23,36
-49,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-49,23,35
-49,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-49,23,35
-50,23,36
-49,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-49,23,35
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-49,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-49,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,35
-50,22,35
-50,23,35
-51,23,35
-51,22,36
-50,22,36
-50,22,36
-50,23,36
-49,23,36
-49,23,37
-49,24,37
-49,24,36
-49,24,36
-49,24,36
-49,24,36
-49,23,36
-49,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-49,23,35
-50,23,35
-50,23,35
-49,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-49,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-49,23,35
-49,23,35
-49,23,35
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,35
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,35
-50,23,35
-50,23,35
-50,23,35
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-49,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,35
-49,23,35
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-49,23,35
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,35
-49,23,35
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,35
-50,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,35
-50,23,36
-49,23,36
-50,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-50,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-50,23,35
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,35
-50,23,36
-50,23,36
-49,23,36
-50,23,35
-50,23,35
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-50,23,36
-49,23,35
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,35
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-49,23,36
-50,23,36
-50,23,36
-50,23,36
-50,23,35
-49,23,36
-50,23,36
-50,23,36
-49,23,36
-50,23,35
-49,23,36
-50,23,36
-50,23,36
-49,23,36
-49,23,36
-50,23,35
-49,23,35
-49,23,36
-50,23,36
-50,23,35
-49,23,36
