1643619557.000000, IBI
14.390625,0.812500
15.250000,0.859375
16.078125,0.828125
16.890625,0.812500
17.578125,0.687500
23.171875,0.687500
23.859375,0.687500
24.531250,0.671875
25.234375,0.703125
26.031250,0.796875
30.062500,0.703125
30.765625,0.703125
31.453125,0.687500
32.171875,0.718750
32.906250,0.734375
33.640625,0.734375
34.437500,0.796875
35.187500,0.750000
35.921875,0.734375
36.625000,0.703125
37.328125,0.703125
38.015625,0.687500
38.718750,0.703125
39.390625,0.671875
40.046875,0.656250
40.703125,0.656250
41.406250,0.703125
42.125000,0.718750
42.796875,0.671875
43.453125,0.656250
44.140625,0.687500
44.875000,0.734375
45.593750,0.718750
46.234375,0.640625
46.875000,0.640625
47.515625,0.640625
48.187500,0.671875
48.843750,0.656250
49.515625,0.671875
50.187500,0.671875
50.875000,0.687500
51.546875,0.671875
52.171875,0.625000
52.812500,0.640625
53.500000,0.687500
54.250000,0.750000
54.984375,0.734375
55.703125,0.718750
56.406250,0.703125
57.062500,0.656250
57.734375,0.671875
58.375000,0.640625
59.046875,0.671875
59.718750,0.671875
60.453125,0.734375
61.109375,0.656250
61.765625,0.656250
62.500000,0.734375
63.265625,0.765625
69.296875,0.671875
70.000000,0.703125
70.687500,0.687500
71.375000,0.687500
72.109375,0.734375
80.484375,0.765625
81.140625,0.656250
81.812500,0.671875
82.453125,0.640625
83.140625,0.687500
87.250000,0.781250
88.062500,0.812500
88.796875,0.734375
89.500000,0.703125
90.218750,0.718750
90.937500,0.718750
91.640625,0.703125
92.343750,0.703125
93.062500,0.718750
93.765625,0.703125
94.453125,0.687500
95.187500,0.734375
95.921875,0.734375
96.656250,0.734375
97.359375,0.703125
98.093750,0.734375
98.812500,0.718750
99.515625,0.703125
100.250000,0.734375
101.062500,0.812500
101.921875,0.859375
102.687500,0.765625
103.484375,0.796875
104.187500,0.703125
104.953125,0.765625
105.640625,0.687500
106.453125,0.812500
113.406250,0.796875
114.187500,0.781250
115.015625,0.828125
115.765625,0.750000
116.500000,0.734375
117.281250,0.781250
122.546875,0.671875
123.234375,0.687500
124.015625,0.781250
130.484375,0.671875
131.078125,0.593750
131.671875,0.593750
132.265625,0.593750
132.875000,0.609375
133.515625,0.640625
134.218750,0.703125
134.906250,0.687500
135.625000,0.718750
136.406250,0.781250
141.046875,0.859375
141.828125,0.781250
142.515625,0.687500
143.171875,0.656250
143.890625,0.718750
