1643619557.000000, 1643619557.000000, 1643619557.000000
32.000000, 32.000000, 32.000000
-14,21,59
-16,22,58
-17,22,59
-14,21,59
-15,22,59
-16,22,59
-15,21,58
-14,21,59
-15,22,58
-15,21,59
-14,21,59
-15,22,59
-15,22,58
-15,22,59
-15,22,58
-15,22,58
-15,22,59
-16,22,59
-15,21,58
-15,22,59
-15,21,59
-14,22,59
-14,22,59
-16,22,59
-16,21,58
-14,21,59
-15,22,58
-15,22,59
-16,21,59
-16,22,59
-15,21,59
-14,22,60
-16,22,59
-16,21,58
-13,21,60
-13,22,59
-17,22,58
-17,22,58
-15,22,59
-14,22,59
-15,22,59
-16,22,59
-15,22,58
-16,22,58
-15,21,59
-14,22,59
-15,22,59
-16,22,59
-15,21,58
-15,22,59
-16,22,59
-15,21,58
-14,21,59
-15,22,59
-15,22,59
-15,21,59
-16,22,59
-15,22,59
-14,21,59
-16,22,59
-16,22,59
-14,22,59
-15,21,59
-16,22,59
-15,21,59
-15,22,59
-15,21,59
-15,21,59
-15,22,59
-15,21,59
-15,21,59
-16,22,59
-16,22,58
-15,22,59
-15,22,58
-16,22,59
-15,21,58
-15,21,59
-15,22,59
-15,21,59
-15,21,59
-16,22,59
-15,22,58
-14,21,59
-16,22,59
-16,22,58
-15,21,59
-15,22,59
-15,22,59
-15,21,59
-15,21,59
-15,22,59
-15,22,59
-15,22,59
-16,22,59
-16,22,58
-15,22,59
-15,22,59
-16,22,59
-15,21,59
-16,22,59
-15,21,59
-14,21,58
-16,22,59
-15,21,59
-14,21,59
-15,22,59
-15,22,59
-16,22,59
-16,22,59
-16,22,58
-15,21,59
-16,22,59
-15,21,59
-15,22,59
-16,22,59
-15,21,58
-14,21,59
-16,22,59
-16,21,58
-15,21,59
-16,22,59
-16,22,59
-15,21,58
-15,22,59
-16,22,59
-16,21,59
-15,21,59
-16,22,58
-15,21,58
-15,22,59
-16,22,59
-15,21,58
-15,22,59
-16,22,59
-16,22,58
-14,21,59
-15,22,59
-16,22,59
-15,21,59
-15,21,59
-16,22,59
-15,22,59
-14,22,59
-16,22,58
-16,21,58
-14,21,59
-15,22,59
-16,22,58
-15,22,59
-15,22,59
-16,22,58
-16,21,58
-15,21,59
-16,22,59
-15,22,59
-15,22,59
-16,22,59
-15,22,59
-15,21,59
-16,22,58
-15,22,59
-15,22,59
-16,22,58
-16,21,59
-15,22,59
-15,22,59
-16,22,59
-15,21,58
-15,21,59
-16,22,59
-15,21,59
-15,21,59
-16,22,59
-15,21,58
-14,21,58
-17,22,59
-16,22,59
-14,22,61
-15,21,58
-16,22,57
-15,24,61
-16,23,62
-16,22,56
-17,23,60
-15,22,60
-15,21,58
-13,21,58
-13,21,58
-16,22,59
-15,22,59
-16,22,60
-16,22,59
-14,22,59
-15,22,58
-18,21,59
-16,20,60
-17,22,55
-13,23,71
-13,17,57
-13,17,55
-13,16,57
-12,17,58
-14,19,63
-14,20,63
-15,19,60
-15,19,61
-13,18,61
-11,17,59
-16,19,58
-15,19,61
-9,19,59
-11,19,61
-19,23,62
-13,19,57
-14,18,55
-14,21,61
-14,19,59
-16,20,59
-14,19,62
-13,19,64
-15,18,57
-14,18,59
-13,18,58
-15,19,63
-13,18,63
-14,17,60
-12,19,62
-12,16,58
-15,18,63
-11,17,61
-17,18,60
-15,18,61
-11,15,58
-17,18,60
-16,18,64
-13,17,60
-14,16,57
-18,18,62
-17,18,62
-13,17,59
-12,17,61
-15,18,62
-11,15,54
-16,16,59
-12,18,65
-9,16,58
-12,17,61
-12,16,59
-12,16,62
-12,18,63
-11,16,60
-10,16,60
-13,18,61
-15,18,60
-12,18,63
-11,16,60
-14,19,57
-12,18,58
-14,20,68
-12,19,63
-11,19,59
-12,20,63
-11,16,57
-12,18,60
-13,18,63
-13,18,57
-12,18,61
-11,19,62
-13,18,58
-13,19,60
-14,21,64
-12,19,62
-13,20,63
-13,19,62
-11,16,60
-11,17,56
-11,18,61
-12,19,63
-10,20,61
-14,20,61
-11,17,61
-9,17,59
-12,19,62
-12,18,60
-13,18,58
-10,19,61
-10,19,60
-15,21,59
-13,21,63
-12,20,62
-14,19,58
-13,19,57
-14,20,62
-13,19,60
-13,18,59
-14,19,61
-13,19,62
-14,19,60
-13,19,59
-12,19,59
-13,20,62
-13,19,61
-13,19,59
-13,19,60
-14,20,61
-13,19,60
-13,19,60
-14,20,60
-13,20,61
-13,19,60
-13,19,60
-13,19,60
-13,19,60
-13,19,61
-14,19,60
-14,19,60
-13,19,60
-13,20,60
-13,19,60
-14,19,60
-14,20,60
-13,19,60
-13,19,60
-14,20,60
-15,20,60
-13,20,60
-13,20,59
